order,Target 1,attribute a,attribute b,Target 2,attribute a,attribute b,Target 3,attribute a,attribute b,Target 4,attribute a,attribute b,Target 5,attribute a,attribute b,Target 6,attribute a,attribute b,Target 7,attribute a,attribute b,Target 8,attribute a,attribute b,Target 9,attribute a,attribute b,Target 10,attribute a,attribute b,Target 11,attribute a,attribute b,Target 12,attribute a,attribute b,Target 13,attribute a,attribute b,Target 14,attribute a,attribute b,Target 15,attribute a,attribute b,Target 16,attribute a,attribute b,Target 17,attribute a,attribute b,Target 18,attribute a,attribute b,Target 19,attribute a,attribute b,Target 20,attribute a,attribute b
477,6.981889801,6.920629324,7.034194342,6.474976492,6.886451919,6.779273051,7.054872323,6.798604563,6.516547933,7.08254925,6.846972525,6.713046054,6.857378846,6.638097583,6.748777586,6.760690058,6.642482034,6.87603618,6.788611969,6.715952625,6.681104788,6.633523141,6.905987805,6.702955008,6.723046983,6.871671882,6.750337667,7.11252313,6.928467662,6.834587605,7.077610358,6.517409933,6.629163721,6.96106022,6.773800533,6.933554436,7.021619305,6.883429311,6.7928485,7.004153453,6.440787407,7.015066544,7.032022159,6.903096652,6.766013293,7.064190544,6.420912873,7.032614727,6.627526141,6.853766565,6.525028641,6.65208556,6.882831046,6.993437696,6.997660304,6.719594319,6.529254886,6.815032616,7.050524964,6.887923727
478,6.907620215,6.399697094,6.544633737,6.955762465,6.846539747,6.954285869,6.495779117,6.618907022,6.58168381,6.632172808,7.0418249,6.909372803,6.702372882,6.680040712,6.971431558,6.607412674,6.751587444,6.668316262,6.706471909,6.45097263,6.569133419,6.791684449,6.70810721,6.728828072,6.917927997,7.043378476,6.723120174,6.659829236,6.68183152,6.858787365,6.795025274,6.592627014,6.993178485,6.721880984,7.041463143,6.967705733,6.734426392,6.68046998,6.849075597,6.954298858,6.995477418,6.387082745,6.973231236,7.035860868,6.624382646,6.617843072,6.767924014,6.799342404,7.084615532,7.014696436,6.876873898,6.858456613,6.728550945,6.794114714,7.054764177,7.008987215,6.893052944,6.826788391,6.400162852,6.692820738
479,6.862235416,6.91927556,7.043411117,6.613058814,6.453347564,6.48910973,6.628678495,6.93249117,6.953763002,6.689782008,6.779477632,6.369334657,6.983383573,6.879907694,6.722465921,6.915970336,6.570228234,6.531435686,7.002459812,6.640997117,6.550365831,6.728777731,6.862260528,6.943373315,6.657951146,6.860958761,6.741464202,6.903563398,6.92072996,6.843442398,6.758138586,6.750133688,7.026939482,7.077189351,7.024802645,6.942558708,6.925014046,6.692433141,6.767234057,6.928355888,6.757798618,6.920161713,6.947739348,6.774429046,6.624067614,6.989783953,6.931768378,7.004437534,6.832713557,6.594607236,6.617823448,6.656764879,6.968808981,7.050005788,6.952310753,6.813987457,6.965937378,6.950260437,7.034575373,6.886783657
480,6.526496593,6.448285714,6.620541265,6.826339048,6.948356688,6.369910479,6.84024991,6.766126948,6.867872454,6.753021929,6.977206656,6.473566002,6.894884193,6.843408408,7.017321506,6.596648359,6.701416102,6.805045423,6.900847213,6.908649938,6.510238095,6.767137339,6.635283559,6.402360142,7.033227321,6.38896569,6.469774083,6.760130665,6.820922726,6.643978811,6.658322597,6.487637147,6.475238005,7.08569896,6.875710268,6.943065275,6.544219172,6.76153332,6.480748472,6.977692118,6.523970192,6.763364978,7.053980065,6.888847004,6.98679573,7.011613801,6.864237086,6.829295312,6.582198401,6.715098199,6.449692749,6.754616349,7.034771333,6.550955359,6.723734595,6.622620919,6.502613715,6.942317981,6.808196562,7.029008186
481,6.955273811,6.97833481,6.753115107,6.54719825,6.988568887,6.71275982,7.055890179,7.021592399,6.849443234,6.585989304,6.552719259,7.008922443,7.024750505,6.603222832,6.843917077,6.520248552,6.983058155,6.945911381,6.912650124,6.731017589,6.912591843,6.945884599,7.011430496,6.913234601,6.871482961,7.035450386,6.664983636,6.506212811,6.586437768,6.909963383,6.849812933,6.438151492,6.855832105,7.003422328,7.047773417,6.801064458,6.909934004,6.535098024,6.737170544,7.094785809,6.393943369,6.460563722,7.105751109,6.960233143,6.448455635,6.984126234,6.652872037,6.970799478,6.596701816,6.835052895,6.868198772,6.56670684,6.398287133,6.97397123,6.578494997,6.587127322,6.995187648,7.060287949,6.486655607,6.797835077
482,6.818852816,7.045698837,6.713541149,6.535266077,7.03403297,6.792620732,7.018426874,6.707145497,6.91297068,7.079167538,6.851810862,6.940308363,6.95579201,6.628120495,6.45212625,6.756395492,6.759047347,6.385764564,6.521571364,6.477719497,6.769715814,6.96830516,6.461089524,6.672204402,6.918483403,7.028367098,6.486337382,6.587892054,6.987691502,6.748837391,6.8304978,6.423638429,6.591343689,7.128796851,6.374435154,7.04801339,6.660966105,6.771451213,6.802385446,7.089339367,6.891041497,6.910877098,6.512569067,6.560009436,7.037793777,6.702720727,6.586755396,7.030600043,6.652070161,6.758696178,6.95003732,6.654041601,6.963096252,6.584454038,6.814218492,6.521153944,6.379642267,6.928635219,7.015815807,6.905919477
483,7.020021239,6.618041117,6.718458658,6.937562807,6.609630075,6.676511629,7.011908957,6.475784742,7.016757439,6.776515819,6.869773203,6.998239755,6.951764684,6.916728622,6.554821386,7.041073688,6.549705625,6.868560069,6.756721418,6.84781879,6.941774838,6.954248353,6.946176291,6.872924943,7.018285361,6.973620808,6.688395545,6.858013608,6.517855364,7.052881554,6.588209224,6.535535422,6.813092877,6.817723672,6.574360504,6.646424939,6.781069702,7.041934043,6.449438967,6.863855991,6.41815512,6.764487916,6.58243016,6.675746976,6.809875525,6.616925909,6.71321568,6.872350064,6.979833483,6.60920855,6.988937918,7.082653567,6.522746811,6.592419144,6.825945387,6.836609442,6.599915005,6.596162619,7.00477036,6.813637453
484,6.497342872,6.431703339,6.770168552,7.042788114,6.551126027,6.931990511,6.59261815,6.740058428,6.969195432,7.083557015,6.936130552,6.479270115,6.63580748,6.740471649,6.856519466,6.634793751,6.433846271,6.671902646,6.99252273,6.849325453,6.383898173,6.936326595,6.486618985,6.501778063,7.004367658,6.983776193,6.712398398,6.98637148,6.572377945,6.930024393,6.903577637,6.662975716,6.378359082,6.870321083,7.052634923,6.656759393,7.075975872,6.436386283,6.568508002,6.630739703,6.544519322,6.392174323,7.07732743,6.712702666,6.467537271,6.918648839,6.940762652,6.969324087,6.705439508,6.442489374,7.01798804,7.026582838,6.682446867,6.798350905,7.080242943,6.887571204,7.025525308,7.028603253,6.943202293,6.388913929
485,6.771156962,6.543506402,6.699982692,7.034827092,6.927075781,6.498720085,6.835523663,6.618870951,6.489295028,6.70037908,6.891615665,6.634967906,6.670928839,6.70094662,6.95237333,6.587885741,7.065332146,6.418188332,7.037559571,7.009706226,6.991387641,6.990256121,6.414421665,6.97346361,6.659936989,6.90980374,6.988033352,6.770661465,6.553347325,6.953475178,6.92924529,6.984463962,6.688228183,6.655005388,6.471630677,6.477637452,6.982822317,6.85807194,6.962409539,6.642462897,6.968358823,7.026279764,6.713404001,6.544452856,6.43458594,6.916218149,6.495394224,7.016299034,6.518461486,6.922508988,6.944505148,7.1280155,6.468099503,6.852977366,6.600865063,7.025533949,6.704148239,7.026816426,6.712703144,6.980164265
486,7.103829161,6.650887529,6.951363156,6.968260425,6.935464201,6.767403517,7.009902004,6.539905588,6.435619452,6.508807321,6.921397119,6.778489415,6.753743675,7.038619061,6.693619341,6.668391053,6.54043694,7.012291781,6.751011345,7.05625453,6.426720068,6.992758187,6.389372173,6.80239464,6.969170398,6.528599977,7.062189627,6.492729736,7.003323904,7.029195203,6.581950341,7.012864606,6.975941513,6.985607642,6.522143425,7.019451752,6.687136039,6.732917622,7.017849174,6.743507013,6.817813007,6.475293725,6.856174631,6.721976891,6.641094444,6.710986874,6.584946797,6.562133811,7.069413415,6.791722585,7.065772048,7.118460168,6.533938939,7.020921265,6.764464686,6.911765566,6.719246343,6.561612281,6.60228685,6.47834239
487,6.479127869,6.964508643,6.843694062,7.087595519,6.504851518,6.780556259,6.586650588,6.895416224,6.855930485,6.954466599,6.780070403,6.995661189,6.714439368,6.788728973,6.749785402,6.6846825,7.058117906,6.566381906,6.945615107,7.053287252,6.837022749,6.728297921,7.066846025,6.826514766,6.83611372,6.428550836,6.761367622,7.119936952,6.70459545,6.670978853,6.857193943,6.4864268,6.650233854,6.542194979,6.530306932,6.662844416,6.718883697,6.996743333,7.026863885,6.692014875,7.042215332,6.869560704,6.57419703,7.010984802,6.857033097,6.99645172,6.599774688,7.023613861,6.81894169,6.980143928,6.776775006,6.579918892,6.531742057,6.472390145,6.84857425,7.04556163,6.807940137,7.014359367,6.9206824,6.76698372
488,6.49893199,6.670067066,6.460302784,6.689066691,6.867741838,6.63409506,6.71944199,7.062487216,6.53035913,6.570591562,7.057369801,6.898085819,6.928841856,6.43546377,6.930635817,6.663058766,6.840466664,6.730767707,6.771981707,6.977181005,6.497949469,6.768913505,7.033786514,6.758457377,6.886676907,7.054702911,6.819335133,6.66733398,6.99936588,6.663279169,7.068828704,6.600742738,6.418727953,6.503014016,6.416007952,7.000823969,7.086316196,6.925597236,7.04099383,6.725277685,6.620787657,6.960983964,6.951103597,6.394657881,6.477754052,6.983492137,6.902723943,6.905083825,6.727985985,6.548649072,6.426997169,6.971099261,6.563215636,6.74562195,6.808671527,6.963467963,6.927687615,6.731308054,6.655292222,6.76454304
489,6.874214384,6.939206992,6.562644537,7.046548521,6.894661113,6.903401318,6.51758056,6.789315582,7.070085192,7.07275473,6.600940032,6.903098243,6.915030383,7.05870679,7.019960318,6.915607293,6.889235605,6.609353365,6.845076412,6.986990445,6.98458719,6.779476254,6.49437715,6.498256776,6.873126444,6.667026266,6.819421431,6.878583914,6.809611225,6.711384111,7.012698454,6.600121878,6.71533857,6.685469245,6.536343504,7.027154453,7.03795109,7.002205317,6.64027588,6.549573158,6.928520511,6.818047418,6.96536371,7.069190432,6.801008604,6.999127765,6.612780592,6.712411739,6.971244893,6.984238547,6.515125239,6.867164123,6.507655118,6.800665286,6.555800491,7.0027564,7.059192211,6.913545713,7.060099126,6.505809454
490,6.603412178,6.874095422,6.671569238,7.066491373,6.883549262,6.717442292,7.014946705,6.566233782,6.805345999,6.804318832,6.98560829,7.009156977,6.923264346,6.685993904,6.975774268,6.861609514,6.920286905,6.819696613,6.852900757,6.847412204,6.782721018,6.690645245,6.706615291,6.413078882,6.824041367,6.844937302,6.953152811,6.867329753,6.448334352,7.045956778,7.120803414,6.923823889,6.959174407,7.027638193,7.0240921,6.978384485,6.664715565,6.810897023,6.794351597,6.887725399,6.439404584,6.46684892,7.041819838,6.785688482,6.577063189,6.797035104,6.493833968,6.417638334,6.55827707,6.555664864,6.44205786,6.647099651,6.692824401,6.929106607,6.871231098,6.87840991,6.615210462,6.965596668,6.814736538,6.738875667
491,6.708245497,6.728779517,6.959804512,6.836802033,6.910729544,6.657341948,6.893127516,6.79509628,6.673534364,6.875938234,6.949751101,6.994179145,7.086347242,6.400060242,6.963160123,7.125485143,6.585389564,6.860663815,6.549158092,6.64328212,6.634371424,6.987947418,6.510514409,7.064251544,6.828813208,7.068057904,6.819636631,6.546689326,6.673403787,6.866215633,7.13790718,6.768978846,6.840200772,6.662721814,7.030268662,7.017651981,6.914129332,6.886864797,6.736261762,6.971075512,6.704129186,6.716285465,7.111865553,6.622129168,6.970201464,7.0847134,6.881335858,6.604545808,6.894355083,7.051906074,7.036842194,6.533693665,6.480462918,6.421996603,6.542040447,6.665471546,7.041414494,6.522767905,6.918498131,6.655239602
492,6.954261692,6.451980192,6.663839,6.61661878,6.764384705,7.067959551,7.034787338,6.750342636,6.890238974,7.123832623,6.407702136,6.790029516,7.150339133,6.627179259,6.738334648,6.977110851,6.787084753,6.939201036,6.881174415,6.449704407,6.984605297,6.80535547,6.927495439,6.98121775,7.033247406,6.996053049,6.781908733,7.056730569,6.872775331,6.823986554,6.669272865,6.472294095,6.476414948,6.537272566,7.013031004,6.850769091,6.788325008,6.483610749,6.745273973,6.905928724,6.410794678,6.485480514,6.835905963,6.406377703,7.053854955,7.02058917,6.901636516,7.06851002,6.540129957,6.403107265,6.748235642,6.799519041,6.79387336,6.994387512,6.586370154,6.896740122,6.981107915,7.033801216,6.605617022,6.548609613
493,6.923841831,7.008307069,6.736607943,7.082006101,6.802667492,7.038691011,6.972500999,6.711532034,6.723289624,6.597852319,7.054077984,6.982272908,6.938616136,6.983515032,6.612187154,7.07468807,6.471660522,6.993070105,6.744126741,6.842649568,7.069640575,6.513887651,6.784724132,6.939105551,6.720328338,6.589170708,6.918261858,6.790000987,6.822590398,6.73089864,6.851783241,6.556576298,6.597315969,7.107728998,6.884257509,7.06101007,6.781524622,6.93055887,6.513970321,6.79460022,6.484858379,6.949672024,6.584027372,6.684707162,6.673922238,7.130858837,6.976301225,6.6080698,6.921426639,6.723329902,6.587483673,6.844924962,6.69028292,6.81244788,6.578441361,6.40807858,6.417161664,7.037587393,6.985107128,6.533983046
494,6.697014815,7.017562375,7.027076668,6.666375368,6.82276743,6.60620775,6.711926747,7.01126455,6.836246015,7.083290047,6.415695185,6.537763957,7.126290609,6.55225847,6.479835478,6.617888036,6.908542196,6.421763834,6.930120419,6.942473508,6.603369507,7.008268998,6.754205659,6.867187008,6.888338743,6.666494668,6.395047403,6.958803766,6.946466403,6.580303072,6.883022147,6.894036091,6.64376563,7.08609024,6.63797159,6.636796261,6.994320229,6.856609873,6.957420249,6.532935511,6.541233032,7.016261562,6.80899136,6.742040642,7.050330834,6.785140382,7.000359697,6.976915502,7.116870706,7.047340809,6.41578775,6.643003726,6.81348735,6.598060671,6.582853651,6.641232144,6.462646959,7.094415163,6.856025793,6.889116264
495,6.583735012,6.581344561,6.99748797,6.98382247,6.8016032,6.577234261,6.741412927,6.749133188,6.618053463,6.873713723,6.555818697,6.644710801,6.666063447,6.705037225,6.673150529,6.61562075,6.916556499,6.409954658,6.993971672,6.745658819,6.5260349,7.006581789,7.013593921,6.668884779,6.762691807,6.950096974,6.871569446,6.58904509,6.956954453,6.942073336,6.922844278,7.013076167,6.947502968,6.736879578,6.607170742,6.902728758,6.687745915,6.866190187,7.010665186,6.867827475,7.083198123,6.501476099,7.10717441,6.939429769,7.057129525,7.05968208,6.644656411,6.772582967,6.552012402,6.896192883,6.657564294,7.127331036,6.800876943,6.599672231,7.02425593,6.791097785,7.069050991,6.806745778,6.956892934,6.913619765
496,6.829938224,6.911312313,7.013051116,7.138568381,6.978148813,6.724745923,7.018436624,6.588177896,6.66188762,6.767441299,6.506147424,6.543211902,7.043626493,6.569696125,6.444449943,6.551467718,6.762755827,6.983318457,6.563959156,6.797893563,6.809507304,6.838982395,6.606109659,7.008331188,6.698310246,6.966924963,7.084708058,6.722043213,6.526443842,6.409401065,6.712733904,6.505696479,6.733616038,6.657896195,6.965881729,6.983892006,6.827806937,6.681457324,6.911718956,6.757341995,6.839788462,6.746202458,6.667271522,6.899721224,6.710326567,6.542372741,6.692028442,7.059734687,6.974877344,7.033488081,6.433274934,6.557284122,6.709502201,6.633341864,6.629172399,7.070407537,6.767787211,6.854417137,6.49573564,6.879373287
497,7.098418535,6.57496823,6.468220772,6.873776203,6.577385475,6.65993405,6.953989617,6.883226224,7.083895087,7.058875319,6.467331534,6.605572406,6.981019633,7.005651877,7.067024822,7.144780099,6.948911717,6.852402514,6.588299253,6.859004526,6.590877065,6.796093159,7.065502427,6.767663563,6.66490957,6.827462858,6.854043737,6.532169921,6.650163012,6.614550249,6.55209423,6.573634774,6.784205626,6.981860258,6.569001913,6.695654138,6.994207175,6.786627078,6.488923201,6.655693553,6.60714659,7.061911993,7.115970665,7.07439378,7.018394991,6.708940798,6.538946038,6.6254719,6.905066792,6.644457626,6.875363869,7.080801462,6.842342679,6.421200512,6.557359871,6.536088418,7.044041461,7.004297086,6.427100144,7.062847831
498,6.500319283,6.709568526,6.871933859,6.89731099,6.592641211,6.423188714,7.099807288,6.77213943,6.702287579,6.614992999,6.873035126,6.431605859,6.675740247,6.557575201,6.649515527,6.907765836,6.825421444,6.623462812,6.78931996,6.559012243,6.90943615,6.74174671,6.795128531,6.68390932,6.948842476,7.02743264,6.830778159,6.82368037,6.504879388,6.910682708,6.589330534,7.0600565,6.932346807,6.565292454,7.029309266,6.70074648,7.048463096,6.653122248,7.089078704,6.951524675,6.812214373,6.815128221,6.805998615,6.970857229,6.448183681,6.934893186,6.752482681,7.086502842,7.078027058,6.505051819,6.978148306,7.035185901,6.772625882,7.057621657,6.923529777,6.419142871,7.008193799,6.636964513,6.895001626,6.728071093
499,6.846506425,6.586568031,6.490808536,6.866310252,7.050778484,6.667857258,7.005146513,6.642553716,6.833366638,7.037010704,6.740600356,6.549387392,6.929320982,7.052485601,6.934772833,6.987486904,6.895798266,6.906398129,7.03673658,7.088013772,6.731082242,6.717975038,6.933361643,6.766094554,7.080505279,6.730971041,6.79955248,6.659174614,6.687600235,6.821455676,7.029467597,6.503804737,6.761107755,6.878579655,6.74712449,6.967017779,7.116475104,6.71858235,7.07698302,6.898527946,6.764297658,6.985580014,6.841115291,6.893316087,6.422664989,6.514237065,6.519524461,7.031142758,6.871958812,6.642564492,6.729217751,6.959234049,6.564214305,7.012552948,6.62386621,6.707256923,6.838149639,6.914180015,6.835867668,6.945727261
500,6.791797758,6.82644804,6.791503513,6.689822519,6.531073098,6.525159142,6.556709227,7.086667165,7.01404289,7.136724318,6.911623774,6.882727279,7.108864164,7.04346204,6.480562405,6.776841125,6.744922959,7.016276573,6.967467191,6.574339555,6.823110819,7.109391393,6.926415544,6.746275054,6.938116978,6.953020083,6.490034432,6.973711356,7.047122,6.571699138,7.020013696,6.825762342,6.821857038,6.670206889,6.964873616,6.493522466,7.012877483,6.699922491,6.816111907,6.693620759,6.507785467,7.082582237,6.660306051,6.726005109,7.075189149,7.017777215,6.998604408,7.053281669,6.813050187,6.533891808,6.890340125,6.623591593,6.877669093,6.93311883,6.768080657,6.708739299,6.599716947,6.57937176,6.56488994,6.890135016
501,6.992691133,7.041868881,7.086093036,7.029244706,6.894325971,6.800654068,6.522770486,7.076129245,6.869169797,6.901902343,6.887982165,6.680468258,7.049748099,7.073191509,6.920541039,6.798533291,6.735857192,6.436319479,6.774368254,6.506032873,7.05174238,6.596960563,6.549211045,6.76375564,6.94518184,6.415560545,6.520289019,6.530832324,6.776684592,6.77940452,7.073947693,6.603579351,6.610374142,6.871154851,6.488589455,6.454287887,7.052649553,6.589099633,6.485107857,6.993416441,6.773042171,6.496897042,6.921584635,6.862727594,6.449537404,7.079569775,6.429463716,6.724948375,6.640005527,7.067508789,7.0787703,6.597880559,6.937607395,6.432197299,6.809776833,7.063448947,6.998703371,6.654565792,6.808453996,6.643673133
502,6.877208315,6.420160296,6.468367078,6.598295944,7.013181886,6.850250925,6.937431476,6.710967185,6.558203675,6.647949019,7.03365197,6.432637918,6.742783757,7.038053259,6.552624787,7.106143767,6.733062752,6.912554549,7.114762751,6.461049356,7.034901665,7.111751159,6.929289219,6.542569721,6.544318847,7.006253145,6.746408925,6.6673558,7.034072756,7.067871926,7.138849879,6.535040813,6.668699509,6.912994623,6.847311052,7.031336126,6.723744266,6.478842791,6.634532527,6.581604754,6.896063502,6.631658231,6.847217006,6.932558728,6.633684625,6.690660176,6.83202623,6.860593376,6.554449548,6.698648563,7.092681366,6.931683332,6.446573342,6.441724024,6.888638434,6.930736237,6.97566266,6.809994586,6.949295668,6.970137068
503,6.66281277,6.890406111,6.500652712,7.128581818,6.871744876,6.704150929,6.752288938,6.718714927,6.439557535,6.900178536,6.767545907,6.433593786,7.039145644,6.608573894,6.848041161,6.796702666,6.833524929,6.989444977,7.116056455,6.501780199,6.451812604,7.173101356,6.947012652,6.857189687,6.7678413,6.524508397,6.640479151,7.037779183,6.622837419,6.610090784,6.687368119,6.891584052,7.046815122,6.665322055,7.040384021,7.006910336,7.076559998,7.036614858,6.536621584,7.088060537,6.44644839,6.702546151,6.598057301,6.755778524,6.614291423,6.861097322,6.887615914,6.777815634,6.799413016,6.803384904,6.771043235,7.116955371,6.999781133,6.794519217,6.943904891,7.035175646,6.519516141,6.657704671,6.554842386,6.927685739
504,6.656194077,6.45678445,6.786789746,7.104306393,6.779537474,6.673907264,6.769758122,6.510070318,7.099231572,6.884146326,6.800145778,6.810050277,7.033663274,7.070843568,7.09615447,7.076881288,7.04420034,6.792214628,7.114617491,6.959025811,6.721430627,6.748473067,6.689878961,6.992673674,6.641567553,6.871661676,6.817458764,6.993195266,7.041781214,6.562510503,6.692239991,6.582345699,6.771405721,7.024343512,6.966048648,6.89158347,7.105848775,6.43092635,6.667964884,6.996997622,6.991971194,6.91419662,7.1245159,6.671617505,6.880874833,6.883199461,6.820593707,7.071112819,7.141141467,6.663666769,6.981269113,7.146887143,7.064798871,6.938218315,6.702359037,6.946404063,6.505240079,7.147943174,6.740545201,6.82011603
505,7.090239312,7.095451098,7.098827531,7.020147006,6.918669436,6.728362389,7.012976626,6.737258958,6.420519903,6.941910677,6.633936803,6.91322984,6.983051418,6.985088998,6.755550983,6.798035776,6.627510263,6.748833278,6.85646197,7.027422231,6.459220398,6.698243275,6.854419282,6.752446452,6.747805556,7.015268235,6.505696497,7.111615017,7.03118539,6.525562474,6.72072161,7.034232411,6.810149203,6.672155561,6.846057327,6.703949723,7.122024639,6.667795597,6.896702089,6.911945678,6.503991351,6.681647919,6.948254421,6.710946802,6.773977924,6.685386706,7.001538431,6.99199952,6.890415176,6.866532606,6.478800033,6.869630217,6.936879437,6.679227165,6.726452311,6.704757678,6.425727525,7.113028269,6.471139404,6.97720739
506,7.121136195,6.438993949,6.682155456,6.895143565,6.703540211,6.631857881,6.867316611,6.722409515,6.458413005,7.134982205,6.621082076,7.081006778,7.003704673,6.786457633,6.79853901,6.902221745,6.43393178,6.896790643,6.831835434,6.974033442,7.047821905,6.95270884,6.923822335,7.059728453,7.006204492,6.782402723,7.096631618,6.818738354,6.605350965,6.682975711,7.145323786,6.960201987,6.830750365,6.822011932,6.436624963,6.61022145,7.134651292,6.967913262,6.625315165,6.603458586,6.916153054,6.845957399,6.563641199,6.548568375,6.703828791,7.028582254,6.883451961,6.955950653,6.773244343,6.828247798,6.508618781,6.791991654,6.563333461,7.009868645,6.891160161,7.055784146,6.49568878,6.812055102,6.483697517,6.672685795
507,6.627660388,6.526557814,6.964432981,6.506867575,6.930947792,6.856588826,6.916522257,6.864204311,7.104714514,7.027756518,6.902573977,7.003724876,7.025680099,6.97166023,6.893994943,6.754899016,6.652085346,6.471798211,6.673912691,7.029107942,6.485013209,6.920207223,6.4454692,6.842955784,6.889236452,6.744441492,7.033261799,6.781521023,6.757811126,6.877017428,6.946893567,6.823144096,6.914204007,6.879715691,6.443382958,6.748147426,6.7690382,6.463918242,6.680414953,6.739443688,6.478298762,6.860133923,6.853635109,7.004434074,7.017612583,6.723381239,6.748770683,6.772567303,6.97714983,6.537546793,6.873644649,6.654137791,6.827730525,6.529848922,6.665397644,7.084152559,6.615348711,6.943628027,6.61869953,7.058158095
508,6.906754914,6.807229073,6.621531868,7.117013967,6.595097331,6.930681545,7.099942536,6.990102614,6.440556148,6.878177138,7.056473499,6.780611846,6.93983497,6.979612344,7.025558957,6.543304425,6.676257563,6.961251756,7.059643086,6.523106559,6.468980959,6.849454168,6.79517736,6.63289646,6.540612429,6.845865286,6.580916622,7.091953009,6.420442953,6.622493734,7.045043137,6.961630817,6.918271711,6.94474207,7.089750716,6.633357822,6.755612723,6.952587447,7.024086565,6.849382345,7.023142834,6.938785773,6.681395983,6.870059025,6.466824144,6.73674264,6.682107171,6.873524168,6.94722223,6.997787846,7.069920868,6.968124114,6.930688458,6.470211168,6.805131641,6.532591814,6.893295347,6.905966093,6.445843179,6.559406022
509,6.638290648,7.015781407,7.040252897,6.91674145,6.984204901,7.002257262,7.107436861,6.876004977,7.031267783,7.075920554,7.101876505,6.454287342,7.11678466,6.44962415,7.071440665,6.63671531,6.593219329,6.47869157,7.032348562,6.865443919,6.891050395,6.697627176,6.964550456,6.578331389,7.12560806,6.450661225,6.738084382,6.992645656,6.5632551,6.954928284,6.711324208,7.027319091,6.949542166,7.018973799,6.911588394,6.815042677,7.137488267,6.745611343,6.978223963,6.72235701,6.585616026,7.027048818,6.952524248,6.504847593,6.715923909,6.705397322,7.072555907,6.583105418,6.610272129,6.932245607,6.691915359,6.909673758,6.457765411,7.085085666,7.025755722,6.545302458,6.515899132,7.114932536,6.738584612,7.084315096
510,6.821704848,7.084762399,7.087337739,7.149209091,6.427597262,6.765435072,6.896329275,6.506060913,6.762666634,6.633261131,6.913998933,6.879366536,6.977671546,7.071399342,6.761228606,6.929180269,6.782957368,6.714458716,6.866181594,6.639818062,6.932973405,7.151285504,6.574894763,6.826790505,6.906624351,6.986096441,7.052006441,7.163339322,6.981091151,6.446296153,7.118129718,6.467482882,6.830625661,6.718967576,7.063816064,6.876341627,6.790518531,6.997551198,6.516501849,6.922800326,7.098960199,6.859270153,6.646013618,6.97588781,6.825268155,6.575825058,6.467230314,6.495360806,7.073351119,7.045698174,6.814939727,7.152775001,6.601442325,6.577238233,6.699867973,6.917095116,6.504510045,6.919065211,6.505400186,6.828928459
511,6.915782522,6.670104258,6.81787287,7.008984634,7.021412162,6.971722729,7.051360881,6.731931846,7.086730918,6.776544868,7.073971025,6.765364283,6.594476692,6.842712629,6.97856252,6.836679046,7.081623299,6.764263995,6.999669798,6.726905097,6.602894311,7.07550332,7.015453797,7.058734394,6.575207247,6.951441603,6.698367416,6.653975309,6.747191482,7.076790951,6.601198732,6.719835969,6.582346656,7.016916696,7.080939062,7.007592667,6.677064619,6.945131645,6.768782601,6.769422413,7.031276407,6.923146825,7.043317036,6.686754469,6.504432261,7.120307129,6.555650431,6.950303008,6.953116825,6.987780466,7.04102295,7.058846801,6.795283961,7.039253024,6.818591379,6.488704687,6.724546935,7.096379658,6.728941439,6.916260842
512,6.768565708,6.681925741,6.875298811,7.114028669,6.5809287,6.980466522,6.725302485,6.850005283,6.699058245,7.037802116,6.717597312,6.890434371,6.812529722,6.808922776,7.054392477,7.022154116,6.934043317,6.567514707,7.162312677,6.643161796,6.460681459,7.022870877,6.501863052,6.597626051,7.029735856,6.603590186,6.748225796,6.601189562,6.816821469,7.082640307,6.94009224,7.065808106,6.571252703,6.750743699,6.908164919,6.844863706,7.135593669,6.95460521,7.027501552,6.588562377,6.686441818,7.096669124,7.090516548,6.784655017,6.643167029,6.685352424,6.611670746,6.762436206,6.584531891,6.662090376,6.922996501,6.73448668,6.443375269,6.766411713,6.722266954,6.929822567,6.9584234,6.935741476,6.590851517,6.865213654
513,6.741280393,6.833524231,6.486860779,6.935537878,6.899312661,6.480918513,6.768544563,6.538674443,7.055297651,6.694614243,7.013166096,6.660273139,6.587676958,6.962120728,6.496324689,6.821839496,6.933795295,6.94306838,7.120365313,6.437149665,6.594206825,7.081249341,6.948699734,6.874094642,6.697762006,6.741433689,6.727828285,6.82080636,6.951136537,6.8297223,7.157508511,7.04889807,7.064685917,7.165746205,7.000916994,6.874536661,6.680428008,6.998909666,6.999588099,7.086733522,6.590211676,6.770641512,6.630357435,7.085732497,6.432232808,6.659689905,6.803858464,6.99470323,7.1392463,6.506801906,6.572884463,6.625337455,6.489579407,6.841730192,6.819318115,6.912798955,6.67135722,6.873888418,6.849276611,7.08798911
