order,Target 1,attribute a,attribute b,Target 2,attribute a,attribute b,Target 3,attribute a,attribute b,Target 4,attribute a,attribute b,Target 5,attribute a,attribute b
504,7.078530714,6.617063701,7.027310191,6.839094775,6.450190678,6.912141439,6.599944284,7.010670251,6.729578594,6.99110019,6.946016933,6.457244128,6.605109226,6.725491052,6.505470598
505,7.067560825,6.83098784,6.966228258,7.061637567,6.761514957,6.785705256,7.017486928,6.662398522,7.092384125,6.901727954,6.494767598,7.042053407,6.860322823,6.849270963,6.926447805
506,6.925398087,6.453569237,6.708273298,6.763683615,6.611050292,7.01622275,6.737970489,6.578895191,7.084418865,7.015878735,6.797909452,6.900022438,6.692010396,6.512090998,6.879982888
507,7.089385319,7.008802126,7.073578217,6.799852506,7.102811651,6.832234899,6.580453875,7.109266895,6.995443423,6.673133049,7.099855109,6.562751386,7.101403019,6.697756997,7.091668915
508,6.643745528,7.000908591,6.587938923,6.613792529,6.940127329,6.962409946,6.65204103,6.510920643,6.705288707,6.753916472,6.562070992,7.080630623,6.936675614,7.024652015,6.508663311
509,7.144909691,6.749750078,7.004514224,6.549313111,7.103751045,6.652246491,6.842040675,7.076122121,7.094703343,6.787037021,6.900329909,7.085583851,6.945233188,6.975193676,6.894728179
510,6.855128004,6.566576,6.560832751,6.824311435,6.891669218,6.600081291,7.039034992,6.930440791,6.69767522,6.983849083,6.444641132,6.707833367,6.537266013,6.969024867,6.963904022
511,7.150611137,6.852899009,6.779275562,7.102459723,6.908578376,6.970807248,6.704831843,6.604989449,6.685037523,7.010805794,6.851249331,6.723664981,6.836943075,7.097091112,6.656847841
512,7.16812498,6.877861091,6.849807042,6.912648576,6.597117275,7.097387619,6.871890414,6.438044005,6.871284587,6.626495304,7.045034827,6.525023601,7.137994717,6.712556566,6.895263276
513,6.64157451,7.009914004,6.631949395,6.819299097,6.441764293,6.489521458,6.981268636,6.903008981,6.888677231,7.082116711,7.040625676,6.758173292,6.645073965,6.489292335,6.745313762
514,6.977579568,7.108861282,6.694228998,6.646053422,7.112749092,7.079333356,7.102142556,7.061566759,7.107564837,7.111007332,7.055693371,6.996856472,7.079529017,6.53381841,6.613733615
515,6.752200855,6.942044398,6.916452597,6.865316477,6.897388491,6.595026208,6.710683431,6.719686027,7.006541249,6.656220959,6.996274943,6.461881929,7.096829985,7.080562718,6.792673619
516,7.000675829,6.720977252,6.803784658,6.738665023,6.788230007,6.939210946,7.167222595,6.606544532,6.64944655,7.122498729,6.595676349,6.996455294,7.173764428,6.867578799,6.870831634
517,6.725750785,7.023844946,7.080735197,6.566369758,6.958121205,6.833192901,6.867582522,6.908688998,6.888562528,7.08596285,6.486133281,7.118094594,6.710452243,6.763610051,6.601870971
518,7.093018322,6.566737275,6.917663762,7.045222621,6.888192981,6.925975326,6.759931604,7.079784164,6.962681385,6.853911407,7.097827969,7.122489103,7.063834951,6.738810871,6.453230713
519,7.069869167,6.850546235,6.619174836,7.174135907,6.978500234,6.947733994,6.605710578,6.755427653,6.678939081,7.113707987,6.887641777,6.738634073,6.879582969,6.548197719,6.751369908
520,6.876162396,6.693253323,7.092730958,6.665009367,7.12973226,6.463892464,6.834492893,6.990421952,6.623455169,6.808137176,6.576219402,6.95092017,7.016932915,6.613260549,6.822972893
521,7.020048417,6.625199029,7.053841342,7.172868158,7.10921221,6.898332266,6.61758131,6.584629286,6.681909142,6.852328259,7.116580697,6.587288374,7.174642249,6.521225307,6.884756586
522,6.705607192,6.984389472,7.09320219,6.938235411,6.691911305,7.016519249,6.741156234,6.884982928,6.861068725,6.895322183,6.697702372,7.024611593,7.185401942,6.914875053,7.016762361
523,6.787988862,7.066974368,7.043450913,7.034089529,6.814221505,7.002476598,6.908679421,7.011347385,6.952497508,7.177166039,6.801481074,6.677889159,7.168731865,7.0432891,6.812089657
524,6.93423456,6.602294165,6.765035865,6.644785651,6.539269331,6.606385954,6.989769536,6.887282422,7.006558446,6.728735094,7.057968842,6.46895117,6.934390946,7.095369326,6.905833204
525,6.822650185,6.88454213,6.464550284,7.11339717,6.495399531,6.785199416,6.733699045,6.975062028,6.547029592,7.064451001,6.671727007,7.048565608,7.057109844,7.046083577,6.712192397
526,7.002564909,6.899090193,6.865028659,7.073830423,6.498952101,6.964494108,6.634537082,6.839070534,6.955043692,6.614321595,7.0830474,6.947179354,7.085152668,7.104595311,6.765759149
527,7.07277952,7.048091101,6.943419988,6.815304564,6.917409639,7.054618763,7.045970473,6.604921711,6.786688195,6.816077024,6.789765003,7.138977083,6.923304777,7.130062366,6.984621309
528,6.98472031,6.706593285,6.636570277,6.842928132,7.001628079,6.696317016,6.908357165,6.664842267,6.950713429,7.06582593,6.554988356,6.609307593,6.969750864,7.13027352,7.125646128
529,6.84787427,6.640582778,7.071193661,6.712169187,6.656298666,6.883158148,6.617784679,7.023598844,6.970925888,7.090015957,6.759049148,7.114162093,7.143879403,6.934779091,6.969953261
530,7.150270483,6.981108313,6.740127784,6.900128758,6.699981305,6.693600937,6.99909603,7.038799581,6.696025345,7.01580422,7.096840617,6.848786997,7.156343671,7.051921758,7.111330058
531,7.2174455,6.805928822,6.807255233,7.004749476,6.763341413,6.899622375,7.135476878,6.946328306,6.79202946,7.006942383,7.077161867,6.667235334,6.643311829,7.129270655,7.022397287
532,6.943057646,7.055433897,7.046026526,6.968347209,6.997135253,7.132418862,7.112682638,6.748350663,7.14084394,6.704526334,7.149030534,6.986502574,6.592076549,7.059854999,6.750864013
533,7.144372922,7.033342305,6.973909651,7.203847777,6.761976031,6.80460037,7.08500031,6.858245918,6.909554855,7.068410963,6.633223332,6.651095422,6.727524228,7.021969895,6.977115999
534,6.921251957,6.594729878,6.984858347,6.953202777,7.052693265,7.107742627,6.793117214,6.779391531,6.836809594,7.19088057,6.68421089,6.525019579,7.118663947,6.719946358,6.616897277
535,7.034009379,6.957521006,6.789425322,7.045075657,6.852635735,6.941906413,6.871432824,6.783995588,6.8954574,7.168104793,7.02147651,7.062697494,6.611280545,7.049689855,6.749269207
536,7.133727897,6.654782686,7.116035836,7.056662941,6.665972195,6.930406743,7.193192432,7.034697808,6.683285131,6.689591122,6.577565307,7.051880355,6.635866922,6.951618377,6.54527063
537,6.879934897,6.492769295,7.117480406,6.656530438,6.99455909,6.947919619,7.217823992,6.728370706,7.023130046,6.684257774,6.606390147,6.777161807,7.127278545,6.966980312,6.912190679
538,7.014473007,7.000348584,6.793123753,6.762155699,6.657044037,6.868434406,7.160024386,6.895797127,7.120590879,6.858665578,7.053424175,7.037761404,7.188523147,7.02035765,6.836358516
539,6.846982724,6.531539809,6.873966031,6.571416073,7.015210669,6.967316625,7.190946034,6.849740978,6.577345284,6.996425095,6.696025819,6.510939294,6.691271568,6.636371819,7.142294711
540,6.689686506,6.6910282,7.158287969,7.049769487,6.603471039,6.838090754,6.950730861,7.120777636,6.716856773,7.055956858,6.718674036,6.961873336,7.213812469,6.657823992,7.071370195
541,6.899947753,6.702535945,7.137373407,6.958972785,6.886427497,7.07855995,6.902153613,6.939561001,7.171600161,6.966847128,6.988554487,6.517191898,6.983700798,6.689801659,6.996440175
542,6.822371376,7.131299661,6.783541247,6.689025792,6.623921294,6.932764383,6.746377384,6.68242288,6.598882465,7.13832808,7.082439375,6.580016734,7.057459441,6.798770432,6.70807329
543,6.587224438,7.150268731,7.064484187,6.843154841,7.080501821,7.01708556,6.6398676,6.559517504,6.74570767,6.617387824,6.636383018,7.016822249,7.14725066,7.032991765,6.673976538
544,6.840182597,6.875144819,6.940627268,6.888598901,7.102404138,6.78443862,7.156738514,7.002805051,7.103680097,6.9620487,7.070854909,6.754254861,6.812606614,6.64850361,6.731210596
545,6.845323686,7.068437751,7.178238538,6.924462297,6.952017259,7.005134304,6.777246997,6.611828151,6.684373091,6.666795934,6.932709042,6.885555518,6.81868589,6.971347413,6.707348234
546,7.085546192,6.602878443,7.012357205,6.889611249,6.886870829,7.10576765,7.099907963,7.116807232,7.169124824,6.635905798,6.624706696,6.775636464,6.982658407,6.668979475,6.562963691
547,7.19947094,6.8831925,7.133155742,7.025760276,7.173778426,7.035462484,6.869292948,6.759248821,6.912296585,7.156732242,6.82454612,7.02847917,7.018931168,7.029809659,6.672230516
548,7.212304569,6.946580815,6.702349897,7.079377553,6.53829372,6.702120482,6.806957291,6.608681787,6.893381234,6.916482713,7.074194202,7.087223813,6.921391441,7.060173351,7.087331718
549,7.213671912,6.764242447,7.178389832,6.982586494,6.926806216,6.700514767,7.073720319,6.83362189,7.16534088,7.13257532,6.895142153,7.039008881,6.844371817,6.62659069,6.808739968
550,7.201180298,6.793756927,7.124824769,6.773725865,7.05671595,6.786579366,6.959030147,6.89692882,7.018568902,7.015180906,6.751398295,7.103333936,7.041338964,6.735014336,6.735256753
551,6.959108749,6.928368744,6.672413616,7.121942205,6.906881728,6.675943302,7.060252848,6.844130509,6.721880994,7.073585639,7.092575467,6.677313645,7.031910405,7.040746031,7.07797528
552,7.192339988,7.166424337,6.549290648,6.685579536,6.886119978,7.037160809,6.829048877,7.177150598,7.078096868,6.70280638,6.907951246,6.861487643,7.138369901,6.814650106,6.741292936
553,6.788285156,6.992283192,7.137257304,7.169426496,7.125000868,6.778041171,7.225805238,6.876238855,6.758380871,7.150729927,7.041990228,7.06230249,7.07218495,7.127814851,6.540939331
554,6.850897255,7.032320526,6.605591328,7.127123655,6.634868094,6.587923635,6.891532425,6.852183545,7.148992121,6.82294357,6.713007063,7.02680474,7.210142621,7.16739487,6.887022168
555,6.775293229,7.010506376,6.933704144,7.086877669,7.112037165,7.102241843,7.210570534,6.951747256,7.011715237,7.142453301,7.181211463,6.86401296,6.930225261,6.89860711,7.038057514
556,6.665132688,6.876553704,6.541776222,7.006338032,7.101147754,7.136068771,6.750009949,7.122845865,6.880062278,6.672689211,6.843854434,6.995326059,6.682501542,7.193806206,7.118872629
557,6.779524406,6.576632716,6.791991039,7.042922425,6.908216653,7.13293426,6.611359811,6.926618918,6.810707635,7.007086611,6.662281922,6.972190724,7.002172504,6.858016006,7.175772384
558,7.140620822,6.787359739,6.794500876,7.183659975,7.050371493,6.80110764,7.060693746,7.155129083,7.088118934,7.028518778,6.726787837,6.764124776,6.608156947,7.130694874,7.146400599
559,6.759919616,6.879052118,6.946912213,7.087695985,6.611514662,6.528548317,6.783663817,7.071643052,7.027268622,6.82670263,7.033885536,7.165663806,7.007256953,6.995590366,7.112098638
560,7.232192703,6.949255143,6.904041498,6.980087065,7.194921491,7.113502154,7.271417972,6.805268133,6.618470152,6.786827142,6.681950264,6.833398578,6.769358553,7.100637768,6.783057891
561,6.970508494,6.882221456,7.200529737,6.955428744,7.153206655,7.148484307,6.852471416,6.885319632,7.051387345,7.229508882,6.964158266,6.887531159,6.826607003,7.188261562,6.914164161
562,6.78595064,7.12972282,6.953064888,6.677056933,7.050289931,7.177503952,6.831812118,6.655173201,6.994743208,6.890174844,6.572109719,7.192404747,6.81613413,7.107803283,6.99189539
563,7.068681893,6.819682759,7.111755983,6.729995382,6.934765291,7.1573786,7.231497892,7.055945835,7.16417917,6.994804181,6.55935398,6.630644215,7.011376817,6.903947399,7.09637776
564,6.904782335,6.919081272,6.555396837,7.216121632,7.101816411,6.646696525,7.042674221,6.713430901,7.201173218,6.722890363,7.193748973,6.812203634,6.651471459,7.167880552,6.5919273
565,7.01750122,7.098778102,6.591694328,7.046264926,6.938341986,7.051756062,6.733757004,6.751695391,7.089614836,6.659362292,6.728518639,6.671963077,6.943887481,7.026084285,6.793227895
566,6.824698856,6.943382967,7.188378297,6.826095826,7.129600391,7.030821458,6.902629633,7.20927166,6.694023157,6.809880564,6.759402904,6.567209298,7.161472118,7.027409058,7.126707869
567,6.739770585,6.875449739,6.800197822,6.618740221,6.89232914,6.722282525,6.822400375,7.071516919,6.827555728,7.114972971,6.606700676,6.806581583,6.965696432,6.646160321,6.762093872
568,6.665627661,7.187714745,7.074885148,7.252309264,7.112724992,6.915199834,7.085899223,6.623870585,6.758460555,7.165259478,6.983903478,6.722084937,7.206957421,6.810869314,6.869201732
569,6.871378253,7.155217032,7.173712565,6.909290241,7.036685781,6.935746366,6.968649455,6.733009132,6.800427866,6.84984104,7.123498835,6.987820819,7.07718764,6.837788756,6.72515874
570,7.009060361,6.654907363,6.714016053,6.803675992,7.060379339,7.182516784,7.125294914,6.781196782,7.01208959,7.161269878,7.213737833,7.024665309,6.821239233,6.952376973,7.061810037
571,6.935715792,6.555701142,6.63231579,6.723910302,6.820125443,6.988481513,6.88323918,6.567132465,6.822472476,7.212531767,7.060803445,7.074333083,7.075487943,6.877132821,7.151795915
572,6.822437413,6.789509813,6.993000269,6.669809762,6.59429345,6.710542094,7.205835783,6.55134986,7.223231683,6.793256746,7.222475713,6.913334247,7.214547315,6.973749745,7.085894193
573,6.917401503,6.873643121,6.965471233,6.635510775,7.055744936,6.82054507,7.210446377,6.62742485,6.819216684,6.718337789,6.95709485,7.190798459,7.002064436,6.999651793,6.966809698
574,7.045245894,6.981520243,6.922202687,7.041157145,6.945290724,6.751737835,7.259633102,6.674272049,7.215098311,6.874754043,6.682041554,7.001867581,6.899445519,6.781524965,6.620443944
575,6.960804787,7.119286157,7.224880363,7.028487058,7.116675767,6.677783657,7.178998528,7.1691518,6.91606941,6.741424375,6.572025018,7.153655694,7.013392414,7.111138196,6.988398755
576,7.169544327,7.077869919,7.099917985,7.059387342,7.206963872,6.934552279,7.142152002,6.654150423,6.557980823,6.95694642,6.627356036,6.559461439,7.090781799,7.040464103,7.203059747
577,7.155465107,7.082823974,6.91976325,6.741309948,6.883008842,7.22851439,6.741067396,7.139232553,7.14288365,6.975722273,6.593113251,7.142292462,6.636514435,6.88953382,6.877012663
578,7.236005765,7.179954917,6.66422316,7.117512139,6.877548065,6.908879436,7.147980361,6.891548296,6.704486152,7.180471107,6.614406696,6.797987536,7.227786989,6.790674587,6.744628674
579,7.220304611,7.172887825,6.665829484,6.850357742,7.20801576,6.822217433,7.046172466,6.876155729,6.914536953,7.201731966,7.058086804,6.743459949,6.866325335,7.107724379,7.122222431
580,6.862315042,6.690148435,6.584809591,7.043148019,6.814187333,7.026368522,6.909118559,6.99617583,6.979188983,6.937310875,6.78396807,7.200277835,7.292756071,7.118252663,7.204525719
581,6.762113465,6.690870845,7.150180115,7.112079126,7.145729475,6.63353121,6.801881362,6.789670148,7.10834259,7.146201139,7.16223824,7.143427469,7.115521786,7.042703694,6.86799335
582,7.233283582,6.902049951,6.815078227,6.68759737,7.206925161,6.649676195,7.045313541,7.201339646,6.631834624,7.24315941,7.008101387,7.078353037,7.02339052,6.817039521,7.180865442
583,7.113125353,6.707039592,7.20715862,7.255711096,6.968011153,7.171364003,6.927801465,6.900453204,7.097289335,7.252649401,7.034003302,7.203496974,7.064046473,6.93477502,6.677534223
584,6.848909146,7.103096433,6.766175785,7.291314442,6.864967734,7.217129813,6.876225926,6.794987355,6.706222558,6.804014382,7.132432243,7.192643859,7.070995776,6.766817863,7.061077917
585,6.716799996,6.700342236,7.003058162,6.753691769,7.088171887,7.103717213,7.167460496,6.998165935,7.011456689,7.254561893,7.22558385,7.026619925,7.246438907,7.180215406,6.924121874
586,6.945158717,6.939925579,6.692002839,6.956968381,6.926080607,7.137436454,6.891262173,6.636555615,7.086230908,7.159478501,7.178006857,6.916536638,7.079543762,6.755917799,6.641211832
587,7.019185464,7.035656989,7.014786032,6.814374517,7.244357872,6.998457727,6.721643165,6.766973398,7.158615884,7.238976558,7.146728086,7.096335764,7.071062001,7.011803458,6.83438557
588,7.034222684,7.250933555,6.790970699,7.306600293,7.18182601,6.943082017,7.126840633,7.080604373,6.849018387,7.192851873,6.659615822,6.892499648,7.17110003,6.682739271,6.633352876
589,7.214933837,7.213654706,6.85494894,7.093096377,7.02058973,7.072922104,7.050072474,6.633109236,7.028717641,6.766596885,6.861407943,6.893603761,6.710367786,6.895492593,7.22782923
590,7.123025349,7.187552507,6.756250433,7.050647116,6.855774388,7.190632193,6.873028215,7.158935805,6.656102545,6.954699889,6.894139001,6.836015708,6.695461754,7.071941454,7.129774281
591,6.999422494,6.771449556,6.721711864,7.306375148,7.246288597,6.665550942,7.086998914,6.974427743,7.24041524,7.024404695,6.868896421,7.029985443,6.880538953,7.158957802,6.978866726
592,7.011993021,6.68464593,7.211474535,7.170445944,7.079983064,7.221681823,6.656504411,7.047534691,6.635461961,6.735251907,6.689758852,7.051922198,7.030210983,7.083864121,7.167588793
593,6.685778715,7.115002337,7.195683835,7.233696808,6.914024045,6.763488892,7.267599576,7.070439858,6.992028013,6.71563151,6.764271775,6.597165815,7.255718174,6.948370747,7.230533351
594,7.078402384,6.668115624,7.168691824,7.199399472,7.037242039,7.197094628,6.718779388,7.086734228,7.257489582,6.827764548,6.753751173,6.801825537,7.312717997,7.178432427,7.103436228
595,7.133704957,7.206148191,6.720546467,7.175713933,7.048226186,7.230789588,7.077992361,6.994447167,6.953342083,6.955841758,7.176458466,7.136629542,7.27985881,7.214833206,6.638396142
596,7.185312029,6.608196546,7.139200676,6.845501827,7.010559396,6.716588936,6.969542735,6.660873758,6.898229491,6.977951099,6.804306087,6.887885715,6.813638711,6.884744729,7.104743319
597,6.695133879,7.044433,6.956555134,7.318824193,7.050215406,7.118739888,6.727067299,7.04106801,6.664416303,7.13658137,6.653073088,6.776881433,7.294135926,6.619179097,6.638925684
598,7.062722765,7.08735315,6.701828158,6.89826042,6.780561271,7.091155642,7.181003506,6.798658595,7.085030292,6.775931501,6.868856201,6.647766591,7.276995203,6.704910652,6.80782666
599,7.22050673,7.175993045,6.721792817,6.715802726,7.028527993,6.670275423,7.146368403,6.980904616,6.77979848,7.025015469,7.165791991,7.241279556,7.236231028,6.605723831,7.061759911
600,6.802199457,7.181128665,6.950715521,7.211092483,6.721360021,6.712603312,7.218444092,7.001825859,6.967584216,6.88615392,6.878985422,7.091618928,7.159157174,7.195221816,6.64633128
601,6.813785284,6.745046869,6.86664366,7.306168163,7.100700781,7.013879333,7.074040915,7.245000259,6.94344638,6.836180221,6.704968257,6.699280904,7.13104571,6.680836514,7.110242779
602,6.69831858,7.185596325,6.797503973,7.221697403,6.712295889,6.859392176,6.955866639,7.27455166,7.239226055,6.905342502,7.109300803,7.161688338,7.134641652,7.047859071,7.076896
603,7.085193809,7.073490725,6.686182762,6.978603039,6.996014189,6.932332321,7.109914994,6.99547664,6.696892311,7.083345686,6.802576879,6.846441479,7.252253915,6.973055494,7.071714538
604,6.862424448,6.748646942,7.258509905,7.143515003,7.148419177,6.620172195,6.950508469,6.811281786,6.904840238,7.234114393,7.223557954,6.890757047,7.28294819,7.001032428,7.170062205
605,6.856066597,7.207753259,6.742328265,7.132970383,7.173751545,7.162361896,7.32491249,6.684666957,6.685762803,7.075216191,7.028302751,7.190964494,7.175817056,6.635195469,7.025172596
606,7.134137057,7.205939218,7.035237243,7.232494105,7.018401301,6.647958391,6.847265372,7.07261794,6.602352808,6.990063482,6.935265425,7.000241346,7.182442152,7.193545446,7.084253123
607,7.271654051,6.689725875,6.79477203,7.256469604,7.160212804,6.980028153,6.962896452,6.607158004,6.921641895,6.991808819,7.090231054,6.79047691,6.87207661,6.784970446,6.728904335
608,7.081206723,6.849137649,6.958133149,7.224996609,7.025060263,7.169950548,6.955187277,7.086491269,6.792720785,7.283234367,7.089232278,7.036763637,7.025907782,6.88474719,6.674127267
609,7.306776343,6.938570282,6.725540454,6.934928652,6.916837402,7.075588152,7.213058577,6.85902099,7.136378476,7.315981336,7.242037119,6.842196443,7.118812589,6.873226075,6.823934107
610,6.801190119,6.810437522,6.780563025,7.052500366,7.175351012,7.11641945,7.236009415,7.114120316,7.068719762,6.850225539,7.073018499,6.759654668,7.020862885,6.68472698,7.024646929
611,6.791033384,7.037685817,6.991209592,6.676583932,6.767692063,7.151121249,6.834899895,7.117771,7.227525736,7.330081943,7.102012921,6.807541807,6.834839003,6.718645634,7.022927298
612,6.883160445,7.079222716,6.938974364,6.733170512,6.979559647,7.28294436,7.03909815,7.038610504,6.750072838,7.043005991,7.220850505,6.996490361,7.177739967,6.784633612,7.034725069
613,7.271439844,6.832523977,6.95888317,7.174311208,6.878742643,7.153511218,7.046770337,6.819354273,7.013413371,7.03309977,6.86225644,7.230944801,7.220216204,6.888247432,6.923504765
614,6.728393164,6.831833689,7.139917849,7.122738397,6.864761432,7.182897525,7.170938957,6.910036708,7.0865328,7.225428551,6.886061529,7.204169468,6.747186368,6.982287396,7.156992513
615,6.951150624,6.936460497,6.686898505,7.027052362,6.784964162,6.730892507,6.95760712,6.793853808,6.938334309,7.147151129,7.266181801,6.838184517,7.236938879,6.933136325,7.285437869
616,6.956666935,6.84554497,7.148537123,6.727334097,6.7532525,7.091933748,6.813814878,6.795453823,7.128375268,7.219853511,6.68575863,7.154964,7.3447124,7.161725482,7.141834179
617,7.348908485,6.905808858,7.073870756,7.311503324,7.277652161,7.273014559,7.02874435,6.963409606,6.918126872,6.950173641,7.016128314,6.732762219,7.024793618,6.807543812,7.13029806
618,7.187231009,7.171812589,6.997037696,7.267908709,6.757473552,6.758209586,7.164764315,6.940183668,6.815286087,7.289946397,7.103309592,7.077485646,7.258716404,6.731756931,7.275699985
619,7.172408995,7.256284884,7.040093366,7.191556495,6.687853732,7.238095029,6.800387893,6.965635466,7.050683812,6.852573763,6.671958159,7.278301236,7.264649268,6.697253275,6.774192254
620,7.339944037,6.749497825,7.308712556,7.228502333,6.958533399,6.735499587,6.921461136,6.956486633,6.646251897,7.181292087,7.306531729,6.884500159,7.106591318,7.144647789,6.829806605
621,7.230189119,7.046822166,7.175137816,7.147074902,6.799495695,6.805146006,6.741556721,7.070905005,6.88147616,7.140657971,6.642670479,7.033909909,7.323371748,7.291963715,6.804595243
622,7.165084707,6.787047736,6.636390758,6.811139005,6.974491531,6.732755273,7.347843819,6.755356848,7.243254545,7.227284627,6.743804334,7.124063013,6.772660905,6.754694983,7.045792106
623,6.948691088,6.953843531,6.890991315,6.882697118,7.183292364,6.887269754,7.272189484,6.975293629,7.16661646,7.192486572,6.717235165,6.980144887,7.149966556,6.960142916,6.785975601
624,6.761067568,7.062173828,6.88398381,6.722303783,7.293785024,7.284873369,7.19041301,6.892842676,7.286842455,7.346339703,6.71953154,7.255458819,6.766606344,6.946812615,7.160726883
625,7.277698089,7.110589298,7.078615145,7.316370156,6.738818869,7.193356203,6.994982021,7.284042281,6.934217782,7.303499407,7.111175436,6.803020965,7.265794397,6.955881225,7.140155939
626,7.318103204,7.226905272,6.649374517,6.751318938,7.162457608,6.722421533,6.763434415,6.678967834,7.271257973,7.149277165,6.968364015,6.875607548,7.065879705,6.888777099,6.823648291
627,7.255553241,7.042922599,7.179595041,7.261369471,6.895607871,7.095617675,7.221900564,7.008974386,7.068356422,7.035650927,6.917389236,7.176163722,7.107763042,7.01822133,6.658710802
628,7.265020961,6.951657524,6.667526633,7.131000458,6.966427312,6.864949035,7.169194041,6.762807582,7.17581312,6.870087681,6.831664018,6.727223204,7.20394029,6.97861431,7.304695789
629,6.838082018,6.649978915,6.905804915,7.33860947,6.645466504,6.888673068,7.050693177,7.319692621,7.060018316,6.750364334,7.205163766,7.283916866,7.304001315,7.313404669,6.83719715
630,7.227583244,7.307346863,6.887400952,7.177754489,6.909829853,7.197423048,6.934158125,6.685236137,7.099151155,6.894195771,7.254375898,6.731854213,7.180722438,7.252535167,7.291361532
631,7.052958921,6.963337269,7.221054815,7.111671286,7.023811232,7.034882327,6.876292321,7.000402791,7.08217219,7.351694884,6.974980309,6.838309716,6.754189845,7.151523452,6.837647983
632,6.927891108,6.940303986,7.233075515,7.225130795,7.28874044,6.716084722,6.846946538,7.274557466,6.987695857,7.306074251,7.266606686,6.797110416,7.021396689,6.883784872,7.302135081
633,7.151331464,6.926028414,6.902616415,6.740294273,6.668697179,7.021451841,7.284145857,6.807225261,6.895546741,7.21763137,6.813109184,6.648322835,7.249137264,6.750258386,7.127496527
634,6.86364044,7.144566982,7.146990547,7.081198098,7.229836668,6.716543167,6.917251284,6.889265802,7.168470766,6.914789931,6.995442322,7.332856752,6.895484949,6.894019047,6.839307055
635,7.217013769,7.106732388,6.945409921,6.763097609,6.812681031,7.052164773,7.324231565,7.05756198,6.781225046,7.037846361,7.218466579,6.879949361,6.982891479,7.13695099,6.997452005
636,7.111057459,7.027500703,6.765337203,6.912679069,6.900961702,6.655382301,7.324340239,7.158989288,7.258725107,7.32369763,7.265536213,7.313556549,6.868045169,7.051517611,6.746892622
637,7.308015438,7.098087642,6.772585646,7.22449119,7.184811792,7.248012878,7.042352175,7.095611362,7.235862028,7.067087252,6.681017366,6.855154845,7.232546192,7.330655926,6.714345875
638,7.35490993,6.677068982,7.103421289,7.239709398,7.14009144,7.201967822,6.778957646,7.005246893,6.968587331,7.09370559,7.198136838,6.704691399,6.904554539,7.188185652,6.851449506
639,7.207947014,6.977622474,6.672196615,6.809389872,6.725559061,6.732809553,7.354744439,7.095114445,6.729791699,7.135454211,7.101233101,7.096329649,6.871306472,7.326830392,6.812394057
640,7.05078805,6.898286207,6.7726768,7.339882473,7.126236572,7.105863498,7.320443652,7.278565009,6.760327481,7.284860222,6.960840887,6.890982314,7.230792083,7.13024802,7.205556421
641,7.000574899,7.328123,7.317545933,6.996917159,7.090985575,7.120260656,7.308275271,6.862713381,6.901285282,7.274536519,6.735427477,6.725650202,6.989132463,6.876440147,7.120865111
642,7.07829044,7.245150317,7.326553565,7.074183122,6.654943099,7.103981851,6.828626871,7.257018584,6.86760977,6.893112112,6.962710254,7.140965731,6.865234956,7.301871034,6.882147876
643,6.842680296,7.1048434,6.951131355,6.720464085,7.059508895,7.308698901,7.322197839,6.957684527,7.239870778,7.186245826,7.162973852,7.288566788,7.183925859,6.726097403,6.748769638
644,7.095021278,7.24292854,7.24049067,6.764115218,7.046977533,7.135594732,7.381218939,6.724775271,6.87338253,6.964539738,6.943036572,7.285896153,7.322842474,6.815231487,7.048988801
645,6.838401146,7.337931549,6.9906594,6.975012799,6.962845053,7.097858475,6.947282663,7.095685447,6.868130983,7.01080558,7.338352111,7.12642353,7.34269702,6.844915272,6.821118935
646,7.366970288,7.296874045,7.186617057,7.238379221,6.855790619,7.197530857,7.347826046,6.709403231,7.073636174,7.254922882,7.151082464,7.285108501,7.350699797,7.332443582,6.762105405
647,6.840948165,7.123607181,7.343303842,6.90218316,6.902691643,7.016611687,7.251794057,6.791320385,6.731949425,6.870069417,7.241251986,6.923917003,6.765677383,7.137031894,7.075499658
648,7.202570544,6.735620592,7.057496673,7.294295034,6.992301831,6.683539758,6.991951653,7.343907344,7.287730921,7.202313983,6.871434294,7.291031761,6.828141663,7.255896431,7.248460589
649,7.060070045,7.22070137,7.28972541,7.033181973,7.304750509,7.016721659,7.110657899,6.853939882,7.333692828,7.061198182,7.06904057,6.943978353,6.973972485,7.001388998,7.125812289
650,7.316370245,7.294346754,7.01136788,7.197101928,7.157654212,7.135534866,7.23323094,6.68372087,7.298166466,6.918230928,6.838081441,7.035790048,6.757759175,6.694473586,6.780954473
651,7.3969557,7.23599569,6.805181701,6.915668577,6.95300781,7.205321873,7.077135528,7.264102581,7.164754884,7.252642415,7.316085579,7.272267364,7.198549609,6.958513927,7.091923182
652,6.991667094,6.992373153,7.340517657,6.867107118,7.230375989,6.931994528,7.376849261,6.771371997,7.077985676,7.358220736,6.698505685,6.818216713,7.398438025,7.330029173,7.059319572
653,6.899599271,7.079938888,6.809426671,7.089395272,6.783670235,7.317366142,7.395124874,7.310304012,6.670177982,7.234486229,6.911048856,7.309697937,6.871480143,6.952259077,6.828996586
654,7.076876793,6.788082173,6.984406787,7.217499927,7.206905084,6.810645869,7.14466774,7.180103237,7.014404036,7.217258959,6.924850494,6.853068553,7.081280458,6.995620652,7.104962187
