order,Target 1,attribute a,attribute b,Target 2,attribute a,attribute b,Target 3,attribute a,attribute b,Target 4,attribute a,attribute b,Target 5,attribute a,attribute b,Target 6,attribute a,attribute b,Target 7,attribute a,attribute b,Target 8,attribute a,attribute b,Target 9,attribute a,attribute b,Target 10,attribute a,attribute b
513,6.697428301,6.861050927,6.476910812,6.70928838,6.729931332,6.814983579,7.015443945,6.541445669,6.625236872,6.855502097,6.941763436,6.966789982,7.091970352,6.466403563,6.989366608,6.830407042,6.794450309,6.957556002,6.712847632,7.020394443,7.005308219,7.044144789,6.518435224,7.104873837,6.930052611,6.837389854,6.675151171,7.005491324,6.650230074,6.596609363
514,7.009732875,6.876970161,7.076587892,7.142710819,6.829156032,6.504787572,6.559022261,6.814678026,7.00516438,6.743395934,6.473854976,7.023365848,7.013852597,6.486904783,6.848556165,6.865835985,6.77223124,6.83075033,7.013560304,6.926404647,6.822184465,6.80989989,6.692084479,6.815191628,7.103029693,7.064851454,6.63447129,6.563561882,6.730624374,6.52360086
515,6.670411521,6.569519143,7.10238666,7.145522566,7.050519382,6.651155005,6.769294279,6.510554594,6.746084399,6.587484641,6.967783341,6.81779423,6.701912839,6.769899214,7.113013815,6.86990226,6.883044019,7.080038045,6.977928373,6.989267525,6.79372555,6.983881439,6.50974131,6.448222589,6.619684532,6.827691024,6.629408048,7.065848639,6.953683121,6.80999914
516,6.726322765,7.123991844,6.586834172,6.925394295,6.971968018,7.077459267,7.077272529,6.871061152,6.542348027,7.166188514,6.718130731,7.008470762,7.018344357,6.837311882,6.850953371,6.686157886,6.953995529,6.805143664,7.003866913,7.017226761,6.963226464,7.064823944,6.91060228,6.903484897,7.017873982,6.826105983,7.057201317,6.75823861,7.111360604,6.608671814
517,7.119043846,7.001907079,6.492824946,6.812858063,7.055148076,6.924087303,6.581097491,6.617358255,6.584352971,7.091007484,6.715978456,6.724094587,6.724133411,6.955803755,7.11253122,7.169767262,6.716886336,6.912093054,7.144545448,6.450837911,6.664837761,6.756901568,7.072829652,6.738551326,6.966251952,7.051965939,6.895063422,7.141623383,6.482122625,7.036511142
518,7.059214027,7.112301228,6.756057264,7.046179457,6.694293828,6.943157885,6.719099234,6.813650281,6.770446557,6.659816521,7.045231625,6.53076808,6.782529932,7.036102905,7.069244921,6.576873604,6.487030417,6.586915185,6.934600127,6.904295422,6.923553673,7.194045719,7.112727053,7.060174835,6.683536761,6.875443875,6.60905872,6.79697059,7.128117494,6.571488526
519,6.860524444,7.030241336,6.840950182,6.858414613,7.036239469,6.839101761,6.577948564,6.976386165,6.792005732,6.909965199,7.099046993,7.111712195,6.770632732,6.464280879,6.57918272,7.027030282,6.457317606,6.554846761,6.760693056,6.891187446,6.894518905,7.188301922,6.951024443,7.097699926,6.870206005,7.102287104,7.06005581,7.175622247,6.870506808,6.50881142
520,6.747844782,6.701122825,6.759782087,7.076876699,7.114851024,7.0858095,6.67378843,7.099143706,6.935631657,6.980966383,6.627799883,7.027039396,6.956529533,6.716913211,6.951691353,6.668326177,7.068600543,6.716230875,7.019482407,7.037917479,6.863656725,7.118142009,6.910451562,7.047585635,6.987241729,6.77464855,6.593470694,7.177929442,6.89783423,7.108970507
521,6.546041021,6.771328203,6.76897419,6.912667498,6.670507308,6.931946804,7.150185858,7.062077137,6.658925159,7.104344099,6.957340692,6.71732917,6.82749192,7.131399427,6.83213463,7.145866994,6.794552706,6.6453114,6.761462881,7.03284618,6.992479162,7.028476047,6.598259346,6.804933014,6.992283004,6.563957013,6.958848912,6.689725932,6.522403713,6.757024468
522,6.932250253,6.976230339,6.792924726,7.18071236,6.996023697,6.944919742,7.083818511,6.756547631,6.684966572,6.727776547,6.723146927,7.020661468,7.015137792,7.054826287,6.956778182,7.147684904,6.63798713,6.630952156,7.137479962,7.043861917,7.111052474,7.073228567,7.08627098,6.911645926,6.721534104,6.977261095,6.72175677,6.909338638,7.108851366,6.613468662
523,6.898985496,6.558721642,7.120297092,6.863733647,6.95159194,6.791474267,6.665727787,6.576197609,6.663102126,7.180951791,6.885656628,7.128875553,7.063940155,6.744724107,6.798993168,6.559854597,6.97656448,6.890045108,7.024153054,6.608316544,6.65697142,6.973268629,6.97149659,6.68592284,7.088796418,6.726420941,7.043761139,7.078361338,6.594533396,6.6143206
524,6.948329819,6.651069981,6.66870053,6.608826489,6.683246229,6.95422997,6.9974557,6.816099677,6.867812226,6.732394126,7.108788551,6.542509332,6.811399158,7.11937083,6.600364208,6.75389061,6.674930549,6.833388422,7.136834996,6.932217619,7.130088397,6.910051871,6.751738512,6.610338622,6.788454734,6.876068594,7.087614429,7.128217314,7.126826157,6.758168755
525,6.792638607,6.917080819,6.58143253,6.755273844,7.032897936,6.928704074,6.602127907,7.059339956,7.051027386,7.105258249,6.717809814,7.049805186,6.884271771,6.924723271,6.999919083,6.6168461,6.812236434,6.908057232,6.654898786,7.139220776,6.520049574,6.871240469,6.664392183,6.61008999,6.822926651,7.104456094,6.466075868,6.966660739,6.926338253,6.788757291
526,7.10977502,6.618696512,6.503428154,6.988521292,6.787723785,7.094562762,6.670386022,6.99925346,7.136407257,6.603973564,6.836623514,7.084565507,6.710780758,6.92096494,7.132275781,7.179159992,6.944017534,6.904286502,7.094431161,7.067541593,6.486018033,6.847292147,7.123073866,6.907879834,6.916131773,6.960953512,7.026838144,7.053335053,7.09681882,7.056805413
527,7.10309168,6.955481397,6.757434442,7.070001702,6.555972826,6.876708666,6.979887737,6.909872255,6.551235117,6.628757467,6.482377112,6.879452408,6.874246926,6.711572029,7.141266055,7.192268471,7.126118107,6.873040884,6.739970558,7.07007437,6.655781055,6.832193281,6.735053737,6.742814805,6.74340482,6.989645465,7.000073074,6.845229077,6.640831182,6.622662062
528,6.843512627,7.118760899,7.124462999,7.181524266,6.781911649,6.962591034,6.988989914,6.880304815,7.149453595,7.050201747,7.030732422,7.147970938,7.063694237,6.92089251,6.609661919,6.916628188,6.662902143,6.639135609,6.94107796,6.648823011,6.791546631,6.724637708,6.871128446,7.024933942,6.889548099,6.990080581,6.883046867,6.707821748,6.875657566,6.555214199
529,7.002278365,6.474389832,6.681196955,6.642584742,7.110801755,7.066541226,6.93662582,6.995544521,7.085811142,6.951592113,6.783982356,6.736137372,6.954505845,6.924872578,6.690537218,7.091712738,6.759491006,6.761683286,7.148078109,7.111194343,6.761281689,6.798749967,6.673969114,6.829452857,7.197237013,6.472152468,7.075832255,6.632967131,6.571712369,7.131765323
530,6.626650333,6.775427486,6.582798068,7.071387709,6.595480391,7.092359298,6.894669569,6.786219639,6.793085357,7.192332111,6.959691757,6.762857087,6.899921692,7.109323169,6.928408264,7.009114406,7.151350365,6.467594674,6.789976981,6.918441901,6.788202266,6.630044353,6.842401896,6.883324013,7.191248895,6.853893975,6.611729263,7.022242358,6.596297027,7.052158117
531,6.77776002,6.635867875,7.143377346,6.954225992,6.839448941,7.118888897,6.905263562,7.049691148,6.995575321,6.683393673,6.810847878,7.15674217,7.014474445,6.87710907,6.499351673,7.206669108,6.92664945,6.928900905,6.898249588,6.845069524,6.958159332,7.199595134,6.611016982,6.916286382,6.910740238,6.913786846,6.844925644,6.721331119,6.54912913,6.978913723
532,6.978371803,6.635773092,7.110056749,6.865050575,6.995084158,6.998995976,7.210750187,6.609040428,6.992258346,6.992979737,6.56888044,6.960023557,6.599610319,7.011996506,6.838531288,6.933603168,7.056625403,7.078385984,7.103781089,6.887847658,7.030368072,6.747156817,7.139097796,7.109813384,7.026193399,7.13374067,7.130664925,6.740759424,6.9395988,6.92507508
533,7.097100379,6.854036786,6.930474757,6.82857238,6.707531613,7.128510064,6.563989899,6.756524137,6.864655902,6.960400214,7.007555252,6.508359091,7.034240177,6.764675714,7.001755949,6.642928749,6.534647957,6.754828673,6.969561068,6.682452445,6.903646447,7.140680008,6.843136227,6.708537913,7.133459942,7.076925626,7.1005858,6.999731859,7.112816736,6.662415997
534,7.146858626,6.666605889,6.888354681,7.041394852,7.139575393,6.942309382,6.993315271,6.789192867,6.850981189,6.952132339,6.54865678,6.802361526,6.936000834,6.776700763,6.928768349,7.199944479,7.01851734,7.073665493,7.002109744,6.685651238,6.941546072,7.112537092,7.016731953,7.063853105,6.920568582,6.733084333,7.108721526,6.631747986,7.06719517,6.790414684
535,7.115770498,6.887344381,6.712726371,7.205854441,6.592478357,6.739710962,6.862438678,6.593153402,7.08092892,6.686894318,6.789610844,7.03533544,6.688315629,6.502640845,6.492995098,6.673124726,6.587683567,7.092610039,7.172507042,7.035892348,6.93159024,6.649683136,6.912306408,6.485680888,6.79654733,6.721583912,6.814936244,6.885610922,6.75554107,6.623198822
536,7.190288061,6.566763731,6.870293196,6.806523136,6.580535353,7.160494191,6.905870778,7.101564058,7.000091111,6.760751443,7.09515811,6.743043084,6.907559594,6.890352663,7.049896165,6.566975328,7.115926577,7.127346376,7.11848783,7.012234181,6.898001062,6.667329519,7.092903369,6.537692603,7.218953735,6.954414078,6.669900101,6.874224752,6.879664391,6.746808784
537,6.906220083,6.772460424,7.082719887,6.714692505,7.135967617,7.122175542,7.050817303,7.06548964,6.857302042,6.958334553,7.02553451,7.148807684,6.782992522,6.479327007,6.969566404,6.709003158,7.018478109,6.599813068,7.174486727,6.991083416,6.672869478,6.903279697,6.983000079,6.870001471,7.12088491,6.498818341,6.637462569,6.850349901,6.718050701,6.563164099
538,6.800264945,6.627283772,6.74562485,6.951393084,6.749411669,6.647869481,6.950546712,6.547228558,6.8966278,7.206972397,7.165342001,6.607667058,6.880981051,6.960202609,6.928448179,7.001141565,7.114031347,6.615922357,6.948369024,6.64109408,6.787445621,6.70838768,6.746817659,6.765792931,6.676439117,6.837213293,6.614025553,6.847859759,6.803801464,7.073251761
539,7.179436821,7.079866338,7.115623647,6.720343688,7.131868276,7.142398568,7.17423356,6.796162193,6.636864628,7.140948896,6.542263689,6.6769868,6.960195283,7.067739453,6.607294485,6.926134789,6.73324281,6.85337324,6.893803511,6.749533589,6.881098126,7.127801459,7.075926473,7.007262857,7.123162054,7.051741219,6.64131523,7.082967751,6.910880542,6.776305974
540,6.868124657,7.136043595,6.973416361,6.714659158,6.959351127,7.170715799,6.992211393,6.85721444,6.808783588,6.779456046,7.114810007,7.092436047,6.951460383,6.812440441,6.722197076,7.041167888,7.116214282,6.540688775,7.223852198,6.976795942,7.057791438,6.909089519,6.49056324,7.028824979,7.071065645,7.163394663,6.878921794,6.72167429,7.047787696,7.123427851
541,7.233490795,6.942174135,6.97662658,7.076898772,7.064641015,6.751183734,7.200930818,7.166236159,6.738610153,6.752918837,6.921675798,7.052580398,6.987452448,7.062960704,6.909879476,6.997884331,6.737557622,7.146899503,7.199270177,6.914825122,6.496429337,6.917021223,6.922629891,6.878556323,7.030663965,6.918762,6.620238075,6.86969963,6.644592954,6.931068793
542,6.578959269,6.812427913,6.633350994,6.966133193,6.912191164,6.968127126,6.688029278,6.619125325,6.97157046,6.856687297,6.728222075,7.12145986,6.739727686,6.690180169,6.906237284,6.628737507,6.726583726,6.676425915,7.025369235,6.826354924,6.629697353,6.991184798,6.724135859,6.72536074,6.795040529,6.989971442,7.032025178,7.128612956,7.156719348,7.047044347
543,6.897658199,7.01842626,6.554829216,7.223871662,7.125608548,6.84523803,7.143116179,6.885160977,6.763363234,7.193066452,6.85149705,6.838244255,6.855092995,6.886480129,7.041398434,7.167160432,6.729992385,6.794091077,6.91077826,7.005698094,6.52563958,7.182154313,6.54985183,6.665365777,6.635152268,6.829768294,6.74631548,7.173750755,7.11501306,6.630032905
544,7.214845721,6.989673328,6.955009477,6.751637939,6.832071698,7.001771696,7.213174107,6.695291329,6.813993586,6.711501671,7.037916976,7.096462706,7.052405821,6.814684485,6.997716568,6.870633537,7.113596201,6.644665038,7.074859688,7.118928236,6.625154662,6.658795038,6.970383784,7.106880223,7.165975721,6.918107092,6.512195286,7.032738339,7.114154783,7.053747565
545,7.207125758,6.924740051,6.561525345,6.666468749,6.909002437,7.005421289,6.643572352,6.749280278,6.790052233,7.021404673,6.91630504,6.85886888,6.948373188,6.578574578,7.171281479,7.221696967,6.800842368,6.618765574,6.722152039,7.067365258,6.703828399,7.214909023,6.924518308,6.624917881,6.79740075,6.733392237,6.955108596,6.96871923,7.180979713,6.683881902
546,6.631256746,6.920941988,7.073879911,6.785431322,6.798455629,6.51988833,7.157712794,7.073146087,6.776909437,6.763938185,7.125802884,7.172322776,7.160460417,6.963010438,6.74793427,7.21829251,6.728429599,6.92270333,6.888996305,6.526958361,6.89903012,6.666745789,6.676901529,7.020906285,6.629779526,6.874622759,6.841822727,6.975096659,6.925831748,6.770393465
547,7.167567807,6.506156409,6.738507833,7.086918316,7.174027191,6.805583119,6.862340722,6.795349797,7.164142789,7.163080184,7.105264472,6.699896589,6.952057061,6.824532039,7.113359587,7.167191036,6.635962653,6.535290254,6.788886744,6.554142379,6.848498057,6.941026219,7.157306947,6.601950386,6.638446324,7.028838828,7.083283757,6.941199587,7.007274502,6.919768024
548,7.152679834,7.000185695,6.854853364,6.753077462,6.861929567,6.676768304,6.638605308,6.83883289,7.15317546,6.995589508,6.549207031,6.866329151,7.14920362,6.519828814,6.860585299,6.774739385,6.611159294,6.562898089,7.080159581,6.945625602,6.977292225,7.007232404,6.847422535,7.085787883,6.941336356,7.027190188,6.597724084,7.106821528,7.057053191,6.702423264
549,7.199019804,7.023899414,7.154300094,6.890312183,6.981292722,6.927872061,6.905363465,7.060438016,6.853842159,7.084530285,7.084016597,6.624648452,6.717212758,6.709948686,6.862915972,6.785639046,7.006309874,6.681667527,7.222998788,7.140966087,7.16634478,7.046921257,7.185209927,6.914362694,7.191084203,6.847722728,6.760336422,6.65965013,6.594985759,6.780293551
550,6.767178236,6.76987943,6.661665018,7.169794419,6.592971798,7.000226499,7.083089848,6.58892108,6.67247302,6.773354798,6.776863562,6.567712511,7.062275039,7.073449302,7.004318304,7.100534324,6.812107298,7.104324248,6.709915645,7.076341005,6.778491726,7.164444583,7.03844563,6.540974439,7.079250446,6.631485329,7.149690476,7.005393286,7.022367892,7.164274284
551,6.855514282,7.057233884,6.54057644,7.173699103,7.134027067,6.885965734,6.619279431,6.671840632,6.677007802,7.151598293,6.816941554,6.930458476,7.205874288,6.789856093,7.159473034,7.1456407,7.099357944,6.918188795,7.000486706,6.957161806,6.922466143,7.067003974,7.021082323,7.152001899,6.87985754,6.83801387,6.771045232,7.084402924,7.149570968,6.812717706
552,7.178380563,6.666096829,7.022688672,7.150879716,7.158557816,6.840789925,7.233793589,7.055090187,6.789444441,6.742722164,6.832057207,6.624303791,7.073199591,7.056264589,6.681624807,6.889776436,6.715357714,7.139461589,6.734886525,6.951169829,6.582656556,6.76323455,7.087938215,6.560098762,7.192311604,6.928799251,7.118313778,7.187687607,6.544327647,6.641574437
553,7.006374692,6.732483941,6.739143173,6.694863008,6.742930325,6.666671729,6.940536685,6.846384402,7.001104934,6.645702228,6.505240853,7.142217985,7.063228694,7.094510496,6.572729267,7.153785872,7.167511183,7.121231084,7.189188918,7.13441171,6.632853214,7.172576852,6.792245391,7.094831338,7.069436886,6.614763276,6.799554229,7.201168015,6.607469884,6.887332983
554,6.609347806,6.853218047,6.950546516,6.697156693,7.075319124,6.972219461,7.180004047,6.909075111,6.892753113,6.825735356,7.030452083,7.084486873,7.052911103,7.175593966,6.708384279,6.852753055,7.083048291,6.9821215,7.07512372,7.095733646,6.930746397,7.135863004,6.93566841,7.026478161,6.972942889,6.957362528,7.072446062,6.916223473,6.781836646,7.100771662
555,7.084005223,6.815571549,6.816954711,6.938690293,6.996682515,6.855518356,6.650610651,7.050094812,7.010694807,6.753402239,6.69631908,7.041977729,7.148932473,7.147333826,6.977282625,7.065988874,7.166655424,6.529332694,6.879132275,7.09888453,6.737394569,7.128731401,6.605614721,6.752786259,6.722229792,6.794617557,7.15654303,6.744154787,6.98599367,7.162529772
556,6.951214206,6.786551859,7.068947336,6.669876119,6.725719336,6.784706132,6.88349633,7.18338643,6.968046678,6.820903447,6.741833166,6.740177137,6.828800403,6.512274797,6.714508488,7.251699034,7.04303067,6.564038659,6.896456297,6.758539699,6.869825111,6.962988289,6.999903727,7.02009316,6.785471066,7.161108929,7.196688076,7.184001678,6.586247122,7.146442259
557,6.760740712,6.983415414,7.153626575,6.837429457,7.050939441,7.088339124,6.811848632,6.673154287,6.52038536,7.089448068,7.05918874,6.930296237,6.724666231,7.145632443,6.897463442,7.082905434,6.559666719,6.713281113,6.59514898,7.185563345,6.787685466,7.20363396,6.784792851,7.184638871,6.744067855,6.794895723,7.163786148,7.017651915,6.534514464,6.831110439
558,6.86648934,6.964313853,6.651542958,6.743792109,6.729015414,7.126511757,6.759099402,7.193527827,6.584509313,7.075146324,7.04318879,7.071672489,7.234501201,6.847227105,6.728330852,6.671342555,6.548310335,7.156140139,7.18714691,6.990429132,6.792194431,6.689422663,6.648315963,6.758561143,7.084171029,6.719321856,6.853034187,6.862757089,6.627143255,7.196802195
559,7.175018859,6.978414496,7.114814876,6.596802836,6.971066867,6.679893385,7.176034677,7.14651843,6.622521811,6.732659577,6.780814,7.091430745,7.147595009,7.106867545,6.612203015,6.712570751,6.816104294,6.574120624,6.818752647,6.979173458,6.890874735,6.618365873,6.688174265,6.838057454,6.77431648,7.070049141,6.801584228,7.059025363,7.015432824,6.943633641
560,6.729983187,7.12099497,7.014921262,7.125686382,6.690639658,7.199687335,6.754434956,6.559144587,6.553109439,7.106367584,6.820855511,7.009207973,6.72076379,7.047820049,7.055329957,6.81194667,6.802923533,7.01562759,6.950265634,6.563017488,6.998623885,6.717207445,6.725609072,7.113809525,7.095003512,6.856501741,7.095908128,6.722118899,6.645053314,7.103210308
561,6.968922004,6.828988387,7.20836317,6.851027285,7.137569035,6.526627645,7.127977626,6.882879783,6.642142547,6.853551868,6.543365759,6.901102191,6.696478341,7.039161732,6.856995352,6.610173302,6.970620198,7.022973109,7.196392094,6.579988778,6.991751958,7.196541914,6.867503038,6.874490467,7.251990492,6.530220962,6.80695164,7.004323445,7.199857258,7.094330835
562,6.615092336,6.633934012,6.736729132,7.201374793,6.969398049,6.872825827,7.193337956,7.195465448,7.055455927,6.924266094,6.736953884,6.889215495,6.804809469,7.133614896,6.833458178,7.219420948,6.571741949,6.780293761,7.178026328,6.570998105,6.827103332,6.699770996,6.576144268,6.969353564,6.749375677,6.918099846,6.811136258,6.99362764,6.759233531,6.794162842
563,6.872775314,7.074176492,6.716451194,6.686224386,7.198533255,7.210101625,6.835021662,7.056606327,7.105063935,7.194823365,6.709530126,7.180405532,7.253597077,7.071229335,6.528555531,6.712737969,6.543876492,6.651162642,7.081740448,6.843525468,7.152282404,6.931537405,6.641632937,7.058039538,7.242506272,6.764267812,7.137235861,7.044140366,6.792833834,7.171518842
564,7.127028345,6.680018216,6.860978059,6.690528696,6.749999192,6.576105312,6.846165483,6.869491785,7.107423387,6.705901362,7.030647167,6.573326363,6.660011688,6.739858303,6.990493512,7.236036046,6.986463061,6.925608163,6.639333308,6.614561848,6.872942637,6.816375399,7.18459146,6.930802248,6.783455941,6.567899975,7.132951706,6.928735523,7.201135354,6.828704269
565,6.805192866,6.76153485,6.958817599,7.135684023,6.966758532,6.825111308,7.118205318,6.774346547,6.775602304,6.699379021,7.174472404,7.019822563,7.120874464,6.907997447,6.564301181,7.035906884,6.724817877,6.686024811,7.213005122,6.596020846,6.960188061,6.764693398,7.01363666,7.000727885,7.252328872,7.04559615,6.700017409,6.647586401,7.064271364,6.61326164
566,6.717993744,7.056788524,6.810583035,7.093555231,7.1566479,6.93314317,6.945837296,7.152732925,7.142466428,6.635851465,7.194255824,6.72735222,7.017240035,7.157773815,6.649297705,6.77450839,6.915788249,6.713326528,6.89678104,6.600022736,7.098519448,6.729029466,7.015689971,7.177614192,7.193725774,6.846230062,6.843104576,6.727388847,6.850262536,7.115479844
567,7.016962907,6.68039132,7.02995091,7.233479064,6.652198619,6.99799171,6.860694955,7.028204517,7.146135394,7.174970482,6.872070553,6.853388866,6.824361723,6.565034842,7.163404033,7.25253112,6.723094832,7.176831795,6.656823079,6.903494612,6.646612537,7.006783173,6.94422209,7.057213547,7.051115387,7.068693967,6.669716591,7.013673387,7.142327104,6.796447874
568,7.219939335,6.61805021,7.034404003,7.130681209,6.623400369,7.008472958,7.010558999,6.914206625,6.845474463,6.772131558,7.072386056,6.66985593,7.203512368,6.663614102,7.21278256,7.13695426,7.201446095,6.862335849,6.762002976,6.61165386,6.87466583,6.780951373,6.778863354,6.926707822,7.044212567,6.651923299,6.874587807,7.162598483,6.716788845,6.601666365
569,7.144597181,6.9856238,7.120077664,7.0695239,7.081248545,6.633481337,6.74190313,6.803020483,6.667314692,6.86399291,6.869076209,6.753211201,6.946707954,6.686446679,6.865941219,7.2385719,6.709543239,6.93724592,7.242853891,7.128007226,6.619089785,7.134640364,6.812836432,7.110779247,7.076367436,7.210227996,6.757030061,6.878404943,6.99052074,7.168743349
570,6.985889615,7.175226756,7.077781879,7.025233362,6.922878942,6.685745749,6.634159667,7.108907073,7.148905174,6.914305,6.846984175,6.780429109,7.24609871,6.880317742,6.623020397,6.835599339,6.622202389,6.9978957,7.082651343,6.698671332,6.99275085,7.147330107,6.71891077,6.844688034,7.119904557,7.006773652,7.148904845,7.054258949,6.954129953,6.731196161
571,7.264162864,6.988421048,6.572704751,6.614708168,6.776081944,7.027695981,6.778856844,6.733780331,7.204302148,6.843023507,7.104719708,6.632044432,7.049440372,7.102293231,6.609476951,6.860624512,6.933023177,6.948377867,7.188866301,6.698451926,6.68125846,6.858715028,6.977474537,6.813000672,7.174100492,6.820991523,7.196290253,6.996323235,7.178654524,6.577635791
572,6.738962437,7.224574485,7.222094252,6.821278746,6.822898673,7.149094567,6.801744076,6.813713162,6.611583362,6.852414858,6.910272011,7.226368531,7.142432487,6.71247325,7.166895946,6.994488235,6.679339024,6.682660395,6.866004072,6.672488143,6.724841298,7.261047475,7.133354955,7.137013749,7.153463936,6.546060709,6.935183069,7.140291097,6.5402336,6.784901651
573,6.954395466,6.548190353,7.019044628,6.904714362,6.911127995,7.06512396,6.923650313,7.109023005,6.919427976,7.053282604,6.67418042,6.88849864,7.226110739,7.030151373,7.13637436,7.089764303,7.021717362,7.167149139,7.226098505,6.728759193,7.228722235,7.049078605,7.219748971,7.154382187,7.048893385,6.798638866,6.597421143,7.126952302,6.983735272,6.611848057
574,7.256533532,7.227457345,7.060400864,7.187363404,6.669322133,6.963277804,7.196720665,7.041595744,7.19872843,6.945850054,6.735506838,7.222626479,6.945456194,7.226472887,6.940495186,6.842107784,7.217811535,7.191032928,7.213245737,7.140370993,6.80583697,6.983675026,7.053880091,6.648812228,6.864655821,7.160072634,6.785220214,6.885385131,7.032375544,7.176001255
575,6.849425201,7.170181804,6.825947009,7.16345549,7.161594583,7.201596245,6.932694991,6.877984315,6.893817707,7.227473065,6.799522017,7.062838443,7.057332847,7.072490209,6.844498711,7.208379462,7.196874721,6.616293136,7.010552345,7.186331314,6.903728241,6.943457578,7.071586243,7.163033535,6.826354616,6.895698421,6.773101191,6.768939479,6.797096425,6.891457109
576,7.148171951,7.168306314,7.07753759,6.756595216,6.757266019,7.186136953,7.207104454,7.042225098,6.560394318,7.213317308,6.799918071,6.803304491,6.830917522,7.091399827,6.98373509,6.751910512,6.717159694,6.954406815,6.677875912,6.814170245,7.181666532,6.960166596,6.823966097,6.88802045,7.208741336,7.215422886,6.703664919,6.751962257,7.064839837,7.199213071
577,6.945319316,7.219389191,6.929141607,6.892234274,6.884330358,6.882841683,6.964583934,7.003192911,6.996297299,6.768935807,6.992015762,7.073438965,7.117693417,6.773438787,7.231403523,7.045214803,7.216953902,7.178558778,6.754595813,7.029068959,6.880436863,7.081489271,7.224840389,7.069778082,6.800340701,7.156847845,6.934610551,6.76170957,6.995544002,7.196065312
578,7.067903397,6.851957674,7.054331715,6.955743061,6.630904671,6.997229474,6.93638067,6.909633147,7.055801556,7.10363546,7.052836926,7.112931567,7.208595445,6.783348966,6.993820807,7.211363146,6.835077867,7.230020011,7.199559809,7.19490048,7.230819681,6.678954931,7.184347614,6.855819098,7.2854971,7.163911108,6.994883931,6.681232853,6.698903332,6.725038457
579,6.74683316,6.609051912,7.100053378,7.20397264,7.19330516,7.076865483,6.799885876,7.236230555,6.772259905,7.181287637,7.022717395,7.118554584,6.795774298,6.957318622,6.874723242,6.955765148,7.061299662,6.925300641,6.838456293,6.880863924,7.2312073,7.11484995,7.133558882,7.155984527,7.008154787,7.129169853,6.741341114,7.013187979,6.895110808,7.21703481
580,7.046284691,6.922213736,6.952823103,7.297836033,7.22690882,7.213902659,7.240057545,6.824187098,7.08816636,7.107798129,6.626975895,6.569785496,7.264232944,6.81435956,6.975832529,7.091748141,7.24020126,6.907138698,6.818698407,6.849175849,6.905089488,6.690337424,6.606564517,6.92900646,6.991347395,7.104982895,6.585788912,7.229405731,7.224122232,6.576478748
581,6.843500036,6.932230458,7.138512734,7.064941407,6.914104402,7.10913143,7.024867027,6.878035264,7.097829792,7.287945523,6.899062756,7.056283648,7.195134841,6.999206631,6.870118698,6.991614664,7.062648482,6.840293412,7.029338422,6.84296536,6.632151558,6.719547142,6.614437952,6.720749763,6.988931379,6.720946768,6.858459017,6.710857458,6.632866734,6.789631271
582,7.134904025,7.022009163,7.050893072,6.88122603,6.894890661,6.707364429,6.93956438,6.559971703,7.209337124,7.264533966,6.999846835,6.658215369,6.749823539,7.207479325,6.809349048,6.678587018,7.129754373,7.23141173,7.310369473,7.164189182,6.780294449,7.250922584,7.060195485,7.120367759,7.226793229,7.234353585,7.201365309,7.163595569,6.920764566,7.203368315
583,7.294707214,6.99939454,6.637005245,7.053297241,7.027853266,7.13493913,7.057293106,7.199105661,6.880218232,6.863430137,6.704689348,6.736902184,6.866765474,6.628381099,7.102507934,6.676051504,6.668266925,6.831090868,6.740907822,6.767028969,6.920388123,7.175666195,6.636129477,7.043457155,6.903815208,6.82661512,6.865366431,7.071149455,7.019812238,7.014620945
584,6.845749939,6.635535049,7.043295308,6.977203879,7.009283359,7.036221605,7.187904011,6.703188259,6.989893738,7.30520664,7.119639972,7.240476072,7.22756489,6.754537036,6.691363511,7.084515942,7.130007706,6.7777491,7.25591335,7.025168024,7.036367307,6.990259366,7.082017249,6.739301443,7.162994958,6.627456251,6.85371735,7.212471697,6.897960871,7.171749462
585,7.21861314,6.889371605,7.005284484,6.955497799,7.082432463,6.871906763,7.065632274,6.697412796,6.670921728,6.781526692,7.173800122,6.831284453,6.761241932,6.871947016,6.755964265,6.811223114,7.051693346,6.938399038,7.125530633,7.023002857,7.169543966,7.128476948,6.982777885,6.933761883,7.012770859,7.02000566,6.691529941,7.235675451,7.02267387,6.990037819
586,6.69009842,6.938739927,7.013723847,7.131614397,7.14679834,7.139423043,7.130611435,6.727018858,6.758260736,7.103109961,6.673389442,7.149796597,7.061223722,6.972789315,7.083411596,6.777131562,6.638969288,6.783447582,7.28214136,6.67149124,7.211616988,7.190010194,6.931336449,6.719307528,7.066779424,7.129457938,6.818209271,6.883976312,6.623092594,6.812452116
587,7.219458609,7.013905164,6.86380782,7.100450233,7.063009259,6.814056699,6.928367904,7.190180908,6.796485461,6.887703536,6.689340379,7.24230072,7.182920586,6.966209585,7.134902263,6.680856003,7.059822341,6.628367438,7.157119578,6.922623759,7.105482374,7.132030304,6.945701435,6.568477438,7.02464832,7.153355731,7.054337439,6.734854185,6.669534692,6.604889236
588,6.966490223,7.096473639,7.066183218,7.0281013,7.096689149,6.610317307,6.818628581,7.042937795,6.609821143,6.900237881,6.802227561,7.051036484,7.034946394,7.065331617,6.583839101,7.072750909,7.229273868,6.704931142,7.217680162,6.621588314,6.694705118,7.25415315,6.973791849,6.658827661,7.226404047,7.119650871,6.64997623,6.790944729,6.882721871,7.142342638
